label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36,x37,y37,z37,x38,y38,z38,x39,y39,z39,x40,y40,z40,x41,y41,z41
FOOD,0.560261,0.69865,0.005421,0.524691,0.658483,0.005058,0.511967,0.623543,-0.004327,0.535685,0.560982,0.007717,0.558925,0.523802,0.000873,0.527667,0.582498,-0.002453,0.535289,0.534602,0.004268,0.526375,0.504011,-0.003852,0.529705,0.46208,-0.001286,0.568729,0.567072,-0.001573,0.565462,0.552696,0.017066,0.565181,0.57885,0.024824,0.568411,0.591042,0.02049,0.592292,0.583346,0.008801,0.591472,0.562566,0.024754,0.595453,0.588153,0.028193,0.597625,0.598099,0.020323,0.632116,0.596646,-0.006266,0.633057,0.577303,0.013171,0.632859,0.611685,0.020881,0.629754,0.618705,0.020937,0.004952,0.004057,-0.002364,0.00042,0.001636,0.002659,0.001999,0.005368,0.006762,0.000629,-0.004316,0.004446,0.000571,-0.002627,0.005435,-0.000173,-0.000463,0.002249,-0.00458,-0.002912,-0.008033,0.001016,0.006312,-0.002181,-0.000156,0.000503,-0.001127,0.00569,-0.002703,-0.00629,-0.003368,0.000249,0.000812,0.000705,0.003955,-8e-05,-0.003363,-0.00516,0.003638,-0.002327,0.006073,0.005818,-0.002174,0.003354,-0.002953,0.0004,0.008286,-0.006019,-0.004543,0.00231,-0.008673,0.001483,-0.000642,0.003984,-0.00144,0.00572,0.000667,-0.000297,-0.00134,-0.005057,-0.000588,0.000108,-0.000815
FOOD,0.569394,0.698518,0.006531,0.528705,0.658693,0.004987,0.512721,0.613593,0.003765,0.552037,0.548627,0.01426,0.563737,0.525233,0.005101,0.544606,0.568882,-0.005121,0.539651,0.529378,0.006213,0.539914,0.485055,0.007798,0.540037,0.453839,0.006549,0.573369,0.557648,0.008574,0.579783,0.541447,0.017527,0.574614,0.562494,0.042945,0.571699,0.584053,0.01978,0.603921,0.573379,-0.000742,0.607697,0.54963,0.021024,0.601412,0.580019,0.034384,0.602762,0.590335,0.030249,0.632535,0.596718,0.01183,0.637851,0.580267,0.03451,0.634108,0.599021,0.031503,0.630768,0.611905,0.026479,0.00193,0.005488,-0.002087,0.005208,-0.002528,-0.000364,-0.004095,0.003568,-0.00145,-0.001016,0.002595,-0.000207,0.003943,-0.003571,-0.013158,-0.002124,0.002883,0.003423,4.5e-05,-0.002416,-0.0013,-0.000422,-0.002283,0.004083,-0.000175,0.000966,0.007682,-0.002853,0.000595,0.000808,0.005879,-0.006318,0.000466,0.00134,0.004507,0.003225,0.00143,-0.005815,-0.000297,-0.001121,-0.004519,0.004292,0.005953,0.001345,-0.006892,-0.002078,0.000714,-0.001549,-0.008103,0.002511,-0.006582,-0.002596,0.003414,0.003635,0.000615,-0.005338,0.004097,-0.002162,0.000735,0.000821,-0.000742,0.000382,0.003921
FOOD,0.555516,0.689675,0.006694,0.518916,0.643117,0.007053,0.494186,0.609726,0.013191,0.53728,0.557733,0.000333,0.546719,0.522781,0.006726,0.535433,0.57389,0.009285,0.530712,0.533109,0.005531,0.520073,0.490717,0.005352,0.521133,0.455194,0.010802,0.563608,0.560395,0.008738,0.559703,0.538506,0.033523,0.561451,0.564046,0.045017,0.557901,0.581251,0.029965,0.57921,0.575863,0.01019,0.598009,0.554117,0.022477,0.601892,0.579089,0.039785,0.586597,0.591971,0.021759,0.619167,0.595431,0.010425,0.619813,0.571199,0.024986,0.618249,0.608384,0.039769,0.620062,0.611312,0.022702,0.003472,0.00021,0.00179,0.003737,0.001396,-0.00065,0.000833,-0.002827,0.000318,0.000164,-0.002493,-0.002866,-0.000971,-0.003948,0.002506,0.00177,-0.000687,0.006407,-0.003555,-0.0078,-0.004764,-0.007356,-0.00177,0.000807,-0.008906,-0.00302,-0.001764,-0.004338,-0.00017,0.005715,-0.003726,-0.001502,-0.001645,0.00224,0.004249,-0.001158,0.001218,-0.002334,-0.000452,-0.004085,0.001157,-0.001407,0.005282,-0.006,-2.8e-05,0.00362,0.004229,0.007382,-0.005482,0.00402,-0.001106,-0.000335,0.000958,0.010405,-0.009004,0.00075,0.000548,-0.00015,-0.007468,0.001139,0.003184,-0.004962,0.000784
FOOD,0.538436,0.691763,-0.007681,0.507455,0.649003,-0.002681,0.490024,0.616839,-0.009763,0.524619,0.55394,-0.009847,0.540544,0.527532,-0.012605,0.518016,0.5707,-0.00936,0.512317,0.523305,-0.013151,0.51532,0.491822,-0.015628,0.507115,0.458394,-0.014474,0.548524,0.569751,-0.01228,0.545807,0.54314,0.00354,0.535751,0.576007,0.016486,0.54765,0.587339,0.010364,0.576477,0.571236,-0.009984,0.583809,0.559855,0.019757,0.577576,0.584597,0.014956,0.574337,0.593238,0.016886,0.602407,0.592245,-0.010149,0.608464,0.58198,0.015866,0.60605,0.60486,0.026078,0.604503,0.614951,0.006227,0.005893,0.003542,0.000389,0.003808,-0.000402,-0.004391,-0.001645,0.002089,0.000994,9.3e-05,0.001831,-0.008984,-0.002574,-0.003782,-0.000402,0.005161,-0.002245,0.000973,-0.003101,-0.003144,-0.003537,-0.006382,0.008128,-0.00161,-6.1e-05,-0.000952,-0.002967,0.004272,0.004733,-0.002193,-0.000829,0.00368,-0.002317,-0.000188,0.004459,-0.000195,-0.000612,-0.001448,0.003123,0.000537,-0.000108,-0.003755,-0.003828,-0.003044,-0.000218,0.001372,-0.007029,-0.000189,-0.001046,-0.007649,7.4e-05,0.012195,-0.000134,-0.003566,-0.004824,-0.000765,0.006742,-0.002545,0.003069,0.001471,0.011769,0.000831,-0.01185
FOOD,0.537348,0.690332,-0.007481,0.491474,0.651103,-0.004655,0.470967,0.614545,-0.00872,0.509795,0.564354,-0.011396,0.527504,0.530558,-0.006116,0.500798,0.580864,-0.004951,0.499126,0.532037,-0.007037,0.490847,0.493228,-0.010991,0.500646,0.457027,-0.007481,0.528974,0.557945,-0.010199,0.527402,0.545536,0.01316,0.53195,0.572287,0.02123,0.529526,0.578121,0.01452,0.559896,0.577762,-0.012329,0.563861,0.562644,0.004334,0.566299,0.583077,0.017659,0.565163,0.594546,0.011784,0.59005,0.593572,-0.006932,0.595075,0.581942,0.018282,0.597735,0.606245,0.024739,0.589586,0.609898,0.010051,0.001019,-0.00358,0.005054,0.001282,-0.002191,-0.000625,-0.002637,-0.006108,-0.00743,-0.00339,0.000105,-0.000387,0.001235,-0.002767,0.00886,-0.004815,0.001125,0.005714,0.004195,-0.010391,0.000599,0.004177,-0.005704,0.0028,-0.005545,0.001291,0.001516,0.002513,-0.003678,0.003675,0.001634,-0.004615,0.001716,0.004036,-0.007805,-0.003128,0.000387,-0.00317,-0.003453,0.000584,0.001311,-0.00119,0.002631,-0.001204,-0.008558,-0.002002,-0.004987,0.001289,0.00555,-0.003802,0.001945,-0.00136,-0.005267,0.009054,-0.002497,0.00241,0.003644,0.004261,-0.00403,0.002799,0.008927,0.00305,3.4e-05
RESTROOM,0.591313,0.708123,0.006565,0.551326,0.667326,0.005326,0.539445,0.629031,0.001539,0.507002,0.609775,0.013449,0.463128,0.596674,0.009513,0.561084,0.593481,0.008462,0.559593,0.562724,0.030241,0.560634,0.594953,0.034876,0.562139,0.610441,0.027319,0.594183,0.575387,-0.001926,0.587783,0.557966,0.023241,0.589,0.593644,0.035161,0.58828,0.596498,0.02358,0.61717,0.58628,-0.001391,0.626405,0.574423,0.032209,0.614951,0.605535,0.032403,0.622066,0.614517,0.033981,0.645917,0.607862,0.00787,0.656814,0.588111,0.031118,0.653273,0.609521,0.029902,0.652378,0.627869,0.019641,-0.000167,-0.004668,-0.003533,0.004174,-0.002765,-0.003002,0.00284,-0.006729,-0.002457,-0.002788,-0.000537,0.001807,0.001926,-0.001373,0.001567,-0.002155,-0.000463,-0.002574,-0.002095,-0.004302,-0.005473,-0.002666,-0.0037,0.001817,-0.005663,0.001928,0.002262,-0.002034,-0.001595,0.002257,-0.003274,0.001705,0.002425,0.002442,0.001036,-0.003715,0.003819,-0.002636,-0.004871,-0.004352,0.004439,-0.004373,-0.000574,-0.002903,0.002049,0.001887,-0.002975,0.001408,-0.003758,-0.001157,-0.002086,-0.001338,0.006166,-0.008603,0.008024,-0.000351,0.000782,-0.003997,0.004545,0.002554,0.004099,-0.002852,0.000452
RESTROOM,0.566903,0.731808,0.006093,0.53093,0.695012,0.00954,0.503572,0.650867,0.006688,0.485494,0.63172,0.002256,0.442622,0.615652,0.006555,0.532784,0.618928,0.009853,0.543629,0.593988,0.029059,0.536911,0.623502,0.036559,0.533302,0.630828,0.036029,0.569495,0.605723,0.006767,0.568392,0.586231,0.031927,0.569786,0.616654,0.038415,0.567473,0.628474,0.036805,0.593632,0.613828,0.003172,0.595037,0.605247,0.036065,0.596312,0.621743,0.041814,0.587069,0.63246,0.026953,0.626799,0.636008,0.005311,0.627829,0.611812,0.025134,0.629729,0.641705,0.03695,0.6308,0.650388,0.020946,-0.005315,-0.004611,0.003014,-0.001568,0.001654,-0.003335,0.003073,-0.010944,0.005082,0.004083,-0.00183,-7e-06,0.00079,-0.00171,0.001674,-0.004747,0.004769,-0.001895,-0.003264,0.004243,-0.006559,-0.001014,0.002762,-0.002324,-0.006909,0.001547,0.005771,-0.002689,0.004528,-0.003881,0.002634,0.005866,-0.00214,0.005704,-0.008652,-0.001431,0.000695,0.00491,0.001006,0.002393,-0.003445,-0.00276,0.003672,-4.5e-05,-0.001411,0.001041,0.001912,-0.006287,0.002777,-0.000727,-0.003058,-0.000754,-0.003989,-0.006439,-0.001687,0.003312,-0.002898,0.004447,0.001632,-0.001618,-0.012572,0.000278,0.001089
RESTROOM,0.546327,0.689045,-0.003535,0.512796,0.655252,0.003554,0.483603,0.619262,-0.004673,0.456667,0.600782,-0.001805,0.419137,0.600414,0.003275,0.520725,0.584519,-0.005572,0.519799,0.561704,0.023571,0.518952,0.590669,0.023612,0.525883,0.599637,0.016016,0.55121,0.574499,-0.001673,0.547317,0.554299,0.024645,0.551014,0.578964,0.023666,0.550605,0.59673,0.020243,0.575543,0.584633,-0.006473,0.586404,0.564958,0.022126,0.570173,0.590611,0.031223,0.58448,0.609597,0.014773,0.608302,0.604784,-0.000366,0.615862,0.581725,0.023031,0.620426,0.614728,0.029835,0.611372,0.622811,0.018686,-0.00092,-0.001179,0.003094,-0.003961,0.005807,0.002728,-0.007175,0.004992,-0.005424,0.003306,0.003978,0.002522,-0.000636,0.003656,0.006718,0.002049,0.000503,-0.00617,-0.006133,-0.00026,-0.000357,-0.000851,-0.001733,-0.004586,0.001277,-0.00559,0.004087,0.001134,-0.005713,0.00067,-0.003292,0.002742,-0.005352,0.001258,0.003467,0.000181,-0.00319,-0.002399,-0.000731,-0.00298,0.003856,-0.000727,-0.008158,-0.000292,0.004166,0.00224,0.00492,0.004112,-0.005786,-0.00195,-0.00367,0.012443,0.000532,-0.002893,-0.000389,0.002714,-0.003424,0.003954,-0.000804,-0.000808,0.007151,-0.004886,0.001675
RESTROOM,0.56095,0.685292,-0.000249,0.527541,0.647742,-0.001529,0.501638,0.611451,0.005542,0.47277,0.588372,-0.001314,0.433676,0.578186,0.002576,0.523959,0.562957,-0.001131,0.525399,0.545939,0.021007,0.536163,0.570658,0.024502,0.524137,0.588396,0.029366,0.564263,0.556935,0.007251,0.559696,0.542615,0.023291,0.561349,0.565095,0.030372,0.566324,0.577582,0.025321,0.598506,0.568276,0.001299,0.592826,0.544381,0.027966,0.595256,0.579754,0.030258,0.598511,0.584257,0.024621,0.616728,0.588476,-0.00471,0.630243,0.565968,0.02001,0.631999,0.599548,0.030671,0.624501,0.613581,0.021883,-0.004103,0.000103,-0.004853,0.002986,0.004046,0.006446,0.003301,-0.005875,0.002011,-0.000585,-0.007243,0.003405,0.006083,0.001037,-0.000472,0.004717,-0.000562,0.003936,0.000423,-0.004099,0.0037,-0.00721,-0.003496,0.000363,0.003446,0.000805,0.005762,0.006168,0.002315,0.004212,-0.000571,-0.001605,-0.003714,-0.00028,0.001497,-0.004456,0.003907,0.003914,-0.005396,0.000233,-0.004318,0.001182,7.5e-05,0.002894,0.001285,-0.004669,-0.005417,-0.006039,0.004499,0.002287,0.010504,-0.004777,-0.004392,0.000649,0.006799,0.000181,-0.001998,-0.003791,0.004876,-0.005527,-0.00063,-8.7e-05,0.003658
RESTROOM,0.569789,0.701287,-0.009995,0.53849,0.662723,-0.008339,0.513593,0.629128,-0.006204,0.485937,0.604071,-0.008417,0.451679,0.598698,-0.010859,0.546114,0.591861,-0.001793,0.542759,0.572647,0.010538,0.547052,0.594033,0.026705,0.549795,0.609793,0.007391,0.570289,0.580853,-0.007978,0.573419,0.564963,0.016184,0.572009,0.587485,0.020392,0.567789,0.60266,0.010558,0.600859,0.587265,-0.005345,0.606469,0.564965,0.014458,0.599995,0.5971,0.020278,0.600687,0.609771,0.005918,0.630092,0.600338,-0.010438,0.632476,0.583821,0.010002,0.637363,0.607431,0.016964,0.636265,0.62814,0.015593,-0.004133,0.004437,-0.000832,-0.007242,0.00321,0.004817,-0.007314,-0.003235,-0.001781,0.001528,-0.000392,-0.002807,-0.005399,0.001327,0.00659,0.000293,0.000276,0.005935,0.001967,-0.001269,-0.00239,0.006965,-0.002279,0.003041,0.002298,-0.001111,-0.005223,-0.000857,0.005441,-0.002535,-0.004029,-0.000918,-0.006793,0.001683,0.003331,3.3e-05,0.00191,-0.002069,0.007109,0.001998,0.002888,-0.001074,-0.000805,-0.001644,0.002187,-5.5e-05,-0.007459,-0.001935,0.003052,0.000825,7.4e-05,-0.000737,-0.003776,-0.007239,0.002993,-0.001629,-0.00478,-0.003042,-0.003085,-0.000761,0.000804,0.004529,0.008735
RESTROOM,0.566663,0.693099,0.011569,0.530518,0.647377,0.00614,0.505675,0.606572,0.008618,0.477263,0.589336,0.010637,0.448498,0.57715,0.007682,0.537485,0.573688,0.00626,0.539776,0.544382,0.030594,0.534012,0.575356,0.040129,0.53245,0.5942,0.029876,0.567943,0.56107,0.009302,0.574821,0.540041,0.031026,0.57698,0.569018,0.036005,0.574421,0.582363,0.029657,0.603984,0.566488,0.001278,0.595793,0.55004,0.024997,0.602928,0.577926,0.036544,0.598032,0.58836,0.026796,0.626976,0.588173,0.006853,0.630445,0.568249,0.030703,0.637192,0.603876,0.038571,0.628374,0.609043,0.019523,0.002676,-0.005207,0.007072,0.001578,-0.004463,-0.003667,-0.004202,-0.004385,0.00192,-0.007508,-0.002918,-0.000993,-0.000758,-0.005949,-0.00308,-0.00099,-0.000945,-0.000214,-0.005678,-0.001138,-0.004176,0.001905,0.006631,0.002707,-0.003895,0.004191,0.003161,-0.000572,-0.001713,-0.001337,-0.005959,3.7e-05,-0.002734,-0.003519,-0.003352,0.000813,7.8e-05,-0.007871,0.001922,0.004027,0.001913,-0.00406,0.004762,0.001273,0.001817,-0.00031,-0.000205,-0.002653,0.001239,0.002546,-0.005918,-0.002284,0.00058,0.000145,0.000449,-0.004704,0.004152,0.004074,0.007402,0.003706,-0.00491,-0.000408,-0.002763
RESTROOM,0.569574,0.693878,0.009326,0.533331,0.651805,0.011546,0.515009,0.616026,0.014856,0.481646,0.603154,0.018023,0.445661,0.585262,0.009952,0.5386,0.576945,0.010782,0.542509,0.55755,0.034298,0.538714,0.58392,0.040758,0.5418,0.602428,0.029666,0.576337,0.56652,0.003816,0.5666,0.547794,0.028707,0.577465,0.578915,0.044069,0.578643,0.584997,0.025753,0.600559,0.586006,0.012472,0.60591,0.556793,0.031725,0.595459,0.587258,0.046807,0.597723,0.596264,0.035511,0.626461,0.591551,0.012586,0.628964,0.582353,0.027316,0.632169,0.598853,0.048392,0.631318,0.617698,0.025944,-0.002129,0.001062,-0.006056,-0.004078,-0.000293,0.002234,0.001584,0.000477,0.001609,0.00034,0.004727,0.000505,-0.001431,-0.003908,-0.003256,-2.8e-05,-0.006366,-0.000764,0.001677,-0.000235,-0.005841,0.00535,0.001338,-0.004757,0.00454,0.003941,0.001736,-0.001375,0.000682,0.006615,0.001592,-0.000891,0.002433,-0.009938,-0.002975,-0.003884,0.00369,-0.009997,-0.003639,0.000623,0.006058,0.002254,0.000123,0.008495,-0.011908,0.005592,-0.00412,0.000326,-0.0016,-0.003956,-0.001132,-0.000193,0.003037,0.001064,0.00564,0.001106,0.004017,0.010031,0.00218,-0.001098,-0.004705,1e-06,-0.00857
RESTROOM,0.589903,0.694281,0.001769,0.554614,0.651041,0.001489,0.540543,0.614664,-0.000998,0.501447,0.599742,0.004583,0.462988,0.587745,0.002894,0.563599,0.568113,0.006922,0.558761,0.561222,0.018404,0.561665,0.58779,0.032976,0.560862,0.590036,0.024167,0.593625,0.563843,0.003987,0.599437,0.542852,0.019223,0.595026,0.579896,0.033639,0.598207,0.588993,0.015449,0.622496,0.576936,0.000759,0.626528,0.557389,0.011981,0.626733,0.585825,0.041865,0.627791,0.594724,0.02749,0.651538,0.588699,0.004381,0.654456,0.57119,0.020705,0.668246,0.60624,0.034837,0.65352,0.616668,0.018159,0.001799,-0.003468,-0.009033,0.00089,-0.005995,0.004936,-0.007365,0.001038,0.001125,-0.004851,0.002253,-0.001158,-0.005991,0.003793,-0.00378,0.006468,0.003254,0.010755,0.004259,0.007939,-0.004101,0.007491,0.003163,-0.003412,-0.006092,-0.000602,-0.004086,-0.00175,-0.001953,0.000628,0.000885,0.000792,0.000715,0.002913,0.001711,0.000338,0.009789,0.002046,0.002866,0.005294,7e-05,0.002462,0.000374,0.000934,-0.007127,0.000895,-0.005904,0.00382,0.004661,0.003492,-0.003664,-0.004011,2.3e-05,0.003839,0.005287,-0.006633,0.001137,0.002704,-0.003955,-0.001647,-0.000353,-0.000704,-0.002783
RESTROOM,0.589754,0.693577,-0.006843,0.547576,0.653973,0.003795,0.533271,0.60404,-0.001513,0.49358,0.59324,-0.004005,0.456712,0.583,0.003525,0.557271,0.56931,0.001846,0.552473,0.549769,0.02875,0.560201,0.574804,0.030086,0.558529,0.582143,0.027073,0.596905,0.555043,-9.1e-05,0.592086,0.541488,0.030988,0.594216,0.569723,0.021458,0.587473,0.576492,0.008775,0.625022,0.566885,-0.003876,0.623603,0.560186,0.017117,0.620389,0.578043,0.033932,0.619192,0.585719,0.02995,0.657601,0.58929,-0.003262,0.660145,0.572483,0.01976,0.657176,0.596219,0.037061,0.660626,0.609982,0.019273,-0.002933,-0.009115,-0.002441,-0.001445,-0.000711,-0.004485,-0.006321,-0.000719,0.001399,0.005047,0.003089,0.005841,-0.001739,-0.00627,-0.006964,-0.000875,0.003848,-0.000512,0.001482,-0.006857,0.006343,-0.005916,-0.00261,0.003469,0.001899,-0.005558,0.003914,0.001818,0.004951,-0.002843,-0.000794,-0.006398,0.002003,-0.001672,-0.000217,-0.0003,-0.003465,0.005232,0.000468,0.002703,-0.004802,-0.004602,-0.006536,-0.001768,0.000648,7.1e-05,0.001334,-0.004156,-0.0035,0.006994,-0.000625,0.001235,0.00626,0.00019,-0.00552,0.000762,-0.003823,0.002819,0.006986,-0.010366,-0.003497,0.000309,-0.000106
RESTROOM,0.5779,0.687904,0.022385,0.540783,0.657286,0.031848,0.513278,0.609939,0.023445,0.480685,0.584706,0.020391,0.442961,0.571176,0.021565,0.550217,0.561483,0.028353,0.546664,0.539166,0.044818,0.550899,0.56746,0.056322,0.547057,0.580881,0.050217,0.574992,0.549604,0.02594,0.575924,0.5323,0.043863,0.574078,0.559514,0.059972,0.571012,0.574941,0.044185,0.619097,0.558747,0.020881,0.615597,0.54863,0.048675,0.614967,0.572995,0.058884,0.615132,0.586835,0.047075,0.636476,0.585474,0.03047,0.641621,0.564734,0.051147,0.650011,0.595194,0.057779,0.646224,0.602485,0.042109,0.000189,0.001208,0.00212,-0.002618,-0.001393,0.004756,-0.000901,0.012938,-4.9e-05,3.1e-05,0.006593,-0.006714,-0.006808,-0.001837,-0.00298,-0.000321,-0.000183,0.000761,-0.001272,-0.005492,-0.01086,0.00151,0.005208,0.00602,0.005034,0.000751,0.001197,0.002365,0.003139,0.004351,0.003936,0.001995,-0.003517,-0.002904,0.002602,-0.008155,-0.000696,0.006092,-0.000495,-0.005722,-0.000647,-0.009713,0.005844,-0.002332,0.006608,-0.00362,-0.000874,0.005251,0.003783,-0.001983,0.00122,0.003535,-0.004297,0.004747,-0.001501,0.003942,-0.000103,-0.003753,-0.00692,-0.003621,-0.001389,-0.000973,0.001073
RESTROOM,0.572966,0.694943,0.00922,0.535185,0.65642,0.000644,0.52092,0.607602,0.013543,0.481909,0.59772,0.004,0.447387,0.585195,0.004377,0.549609,0.574625,0.009253,0.539471,0.560148,0.020486,0.546788,0.582611,0.034613,0.545144,0.592894,0.028651,0.575836,0.564931,0.000235,0.574748,0.539339,0.023567,0.572578,0.576108,0.03276,0.567808,0.585732,0.029861,0.600788,0.581263,-0.001189,0.602823,0.555806,0.026404,0.600185,0.577919,0.032536,0.600105,0.597399,0.019371,0.633323,0.592203,0.001728,0.638379,0.582047,0.027117,0.641363,0.598779,0.034856,0.635496,0.613148,0.023311,0.001289,0.000499,-0.00058,-0.000796,0.00098,0.005642,0.006234,-0.001862,0.00867,-0.000403,-0.000245,-0.000733,0.002497,0.001019,-0.002167,-0.008802,0.001878,-0.002135,-0.008691,-0.004247,-0.00162,-0.001554,0.004082,0.008698,-0.000732,0.003322,0.007798,0.000594,0.000302,-0.001685,-0.001077,-0.007985,-0.001485,-0.003603,0.001845,0.007689,-0.000604,0.004266,0.004108,-1.8e-05,-0.000165,-0.000715,0.008901,0.006036,0.001774,-0.005204,0.002725,0.000962,-0.003482,0.005934,-0.007697,-0.001407,0.00843,-0.003341,0.001121,-0.000525,0.002466,0.009174,-0.009489,-0.0012,-0.000928,0.006643,0.002661
RESTROOM,0.597885,0.687234,0.004867,0.560058,0.639676,0.003842,0.547363,0.601577,0.009208,0.513592,0.587278,0.004744,0.477159,0.579371,0.004468,0.572914,0.561941,0.011045,0.566646,0.5544,0.018273,0.563662,0.576966,0.035676,0.573349,0.592784,0.026228,0.599433,0.554363,0.000474,0.607372,0.538823,0.026173,0.6042,0.563944,0.033821,0.601923,0.575303,0.030672,0.632906,0.571873,0.00728,0.630173,0.544877,0.031746,0.624674,0.57969,0.037553,0.625666,0.578418,0.026374,0.66189,0.587926,0.006521,0.655142,0.578585,0.020986,0.6539,0.590589,0.027843,0.665369,0.604857,0.031724,-0.000204,9.6e-05,0.008217,0.003712,0.002157,0.00301,-0.001296,0.006869,0.001325,0.003909,0.002916,-0.002238,-0.008734,0.004271,-0.000255,0.00313,-0.00299,-0.002897,-0.001641,-0.000845,0.000779,-0.000657,0.00567,-0.000892,-0.002122,0.002954,-0.006347,-0.00925,0.001559,-0.002858,0.001637,-0.001716,-0.001633,-0.002014,-0.002004,0.002754,0.002401,-0.002869,-0.002047,0.001514,0.002955,-0.005651,-0.003823,-0.000421,0.008537,0.004515,0.001536,-0.001903,0.002937,-0.002848,0.000694,0.001162,-0.000213,0.00044,-0.009577,0.007706,-0.00137,0.000499,-0.001326,-0.005168,-0.001565,0.001695,-0.002797
RESTROOM,0.582543,0.703614,0.006629,0.539429,0.673288,0.006248,0.514048,0.623908,0.010092,0.49291,0.600769,0.00097,0.452792,0.595412,0.010512,0.560148,0.583085,0.010307,0.54687,0.568455,0.030254,0.556546,0.587274,0.04382,0.550534,0.599459,0.030323,0.584348,0.570237,0.014526,0.577952,0.549675,0.031563,0.583484,0.574893,0.035294,0.582896,0.594501,0.023308,0.613851,0.585731,0.022442,0.624925,0.56691,0.024996,0.620917,0.58273,0.037901,0.616323,0.603259,0.031757,0.647482,0.604776,0.00886,0.647396,0.58782,0.028823,0.644299,0.616105,0.037669,0.650841,0.625928,0.024648,0.008073,0.001051,-0.000992,-0.003294,0.001928,0.003689,0.006797,7e-06,0.001044,0.001064,-0.001062,-0.004557,-0.000643,-0.006802,0.000129,0.002469,0.000668,-0.00048,0.003456,0.006269,0.001708,-0.002857,0.005901,-0.009298,-0.001055,-8.8e-05,-0.004312,-0.004149,0.008876,-0.001718,0.001704,0.00137,0.002627,0.005302,-0.000175,-0.001926,0.004654,0.001533,-0.002365,-0.00337,0.003097,0.004525,-0.000754,-0.005118,0.003778,0.007273,-0.005605,-0.003679,-0.005055,0.00081,0.006635,0.001891,-0.00378,0.002957,0.002302,0.003564,-0.004733,-0.005319,0.005828,-0.003579,-0.003139,0.000403,0.003206
RESTROOM,0.571171,0.718603,0.00223,0.538157,0.687718,0.002524,0.517397,0.645226,0.002976,0.479849,0.627931,0.003596,0.440366,0.618509,0.007602,0.546314,0.604281,0.005607,0.542026,0.585323,0.016427,0.543533,0.614311,0.029673,0.544366,0.621445,0.027929,0.568464,0.601688,0.009342,0.571914,0.574167,0.027772,0.575365,0.60785,0.035496,0.570054,0.611777,0.021491,0.603431,0.605555,0.00249,0.600154,0.581078,0.025985,0.604482,0.608281,0.032126,0.604694,0.625736,0.025546,0.629756,0.630216,0.00575,0.63559,0.612246,0.036043,0.642895,0.634746,0.043758,0.632575,0.640241,0.026199,-0.004074,0.007825,-0.0002,0.001169,-0.007888,-0.004118,0.002129,-0.001713,-0.003979,0.008266,0.00031,0.000776,0.001668,-0.00137,0.000742,-3.6e-05,0.001495,0.006203,0.00628,-0.004093,0.001942,0.002855,-0.000878,0.004188,0.005811,-0.007852,0.007464,-0.004352,0.003571,-0.002213,-0.002494,-0.004771,6.9e-05,0.001533,0.006014,0.005278,-0.003924,-0.003417,0.002014,0.003292,-0.001454,0.001897,-0.002435,-0.005943,-0.001146,-0.001659,0.002407,0.000996,0.001518,0.003659,-0.001522,0.004346,0.001586,-0.004857,0.002591,-0.001137,0.006082,-0.001758,-0.002193,-0.000345,0.002749,-0.002769,1e-05
RESTROOM,0.594919,0.712676,-0.002159,0.545189,0.671463,-0.003114,0.521494,0.626897,0.00245,0.494431,0.602373,-0.004637,0.457696,0.59619,0.000913,0.550912,0.584194,-0.001923,0.551712,0.566299,0.01444,0.555316,0.601423,0.027912,0.551183,0.598131,0.015122,0.581591,0.573627,-0.005207,0.593828,0.551873,0.015947,0.588846,0.581101,0.029044,0.583446,0.591091,0.021457,0.61726,0.585935,-0.005734,0.619278,0.563709,0.022999,0.620658,0.585685,0.020386,0.616555,0.611902,0.015952,0.650319,0.60683,-0.000936,0.65531,0.587567,0.023699,0.643923,0.619914,0.029653,0.654272,0.627748,0.021289,0.005328,0.000304,0.003611,0.003344,-0.001761,0.000278,-0.004704,-0.007139,-0.003937,0.000638,0.006994,0.005019,0.00505,-0.000308,-0.00102,-0.006217,0.00356,-0.001293,0.001607,-0.006427,-0.00221,0.004544,0.001073,-0.003103,-0.001801,0.004721,0.003365,-0.000236,0.003495,-0.00386,-0.000791,0.001381,0.00314,-0.001202,0.000808,-0.000702,-0.003269,0.008268,0.003708,0.004956,0.001818,0.000922,-0.000114,-0.001382,0.002019,0.001033,0.003162,-0.005563,0.001578,-0.003399,-0.000365,-0.001198,-0.001387,-0.006552,-0.007431,-0.003068,-0.003156,-0.002645,0.002103,-0.001929,-0.005073,0.000949,0.002351
